index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,verbal_id,semantic_distance,verbal_acc_corrected
455,,,,,,html-keyboard-response,479,949564,0.0-11.0-5.96-1.96,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1440.699999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,97,3,dot,peanut_butter,peanut_butter_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,,
459,,,,,,html-keyboard-response,483,951714,0.0-11.0-5.97-1.97,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1123.5999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,98,3,dot,puffin,puffin_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,i,1,1,,,,
463,,,,,,html-keyboard-response,487,953610,0.0-11.0-5.98-1.98,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,863.6000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/punching_bag_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,99,3,dot,punching_bag,punching_bag_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,e,0,1,,,,
467,,,,,,html-keyboard-response,491,955803,0.0-11.0-5.99-1.99,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1149.4000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,100,3,dot,gutter,gutter_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,i,1,0,,,,
471,,,,,,html-keyboard-response,495,958198,0.0-11.0-5.100-1.100,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1350.7999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/puffin_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,101,3,dot,puffin,puffin_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,,
475,,,,,,html-keyboard-response,499,960510,0.0-11.0-5.101-1.101,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1279.6000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,102,3,dot,banana_peel,banana_peel_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,e,0,1,,,,
479,,,,,,html-keyboard-response,503,962529,0.0-11.0-5.102-1.102,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1000.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,103,3,dot,peanut_butter,peanut_butter_mooney_dot_on3,target,upside_down,pre,on,Exp,dot_recog,e,0,0,,,,
483,,,,,,html-keyboard-response,507,964834,0.0-11.0-5.103-1.103,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1274.3999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,104,3,dot,gutter,gutter_mooney_dot_on3,target,regular,pre,on,Exp,dot_recog,i,1,1,,,,
487,,,,,,html-keyboard-response,511,967251,0.0-11.0-5.104-1.104,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1393.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,105,3,dot,banana_peel,banana_peel_mooney_dot_on1,target,horizontal_flip,pre,on,Exp,dot_recog,i,1,1,,,,
491,,,,,,html-keyboard-response,515,969466,0.0-11.0-5.105-1.105,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1177.8999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,106,3,dot,gutter,gutter_mooney_dot_on1,target,regular,pre,on,Exp,dot_recog,i,1,1,,,,
495,,,,,,html-keyboard-response,519,971803,0.0-11.0-5.106-1.106,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1311.2999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,107,3,dot,peanut_butter,peanut_butter_mooney_dot_off2,target,upside_down,pre,off,Exp,dot_recog,i,1,0,,,,
499,,,,,,html-keyboard-response,523,973797,0.0-11.0-5.107-1.107,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,964,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/eclair_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,108,3,dot,eclair,eclair_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,,
506,,,,,,survey-text-autocomplete,531,983653,0.0-11.0-6.108-4.108,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""beach waggon""}",,,,,109,3,recognition,banana_peel,banana_peel_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,,beach_waggon,0.7937892304524368,0.0
512,,,,,,survey-text-autocomplete,538,994806,0.0-11.0-6.109-4.109,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""water cooler""}",,,,,110,3,recognition,puffin,puffin_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,,water_cooler,0.876206972318179,0.0
518,,,,,,survey-text-autocomplete,545,1005258,0.0-11.0-6.110-4.110,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""sea gull""}",,,,,111,3,recognition,peanut_butter,peanut_butter_mooney,target,upside_down,pre,null,Exp,Recognition,,,,,sea_gull,0.7761282330702699,0.0
524,,,,,,survey-text-autocomplete,552,1011083,0.0-11.0-6.111-4.111,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""tractor""}",,,,,112,3,recognition,eclair,eclair_mooney,target,upside_down,post,null,Exp,Recognition,,,,,tractor,0.809311296602345,0.0
530,,,,,,survey-text-autocomplete,559,1016878,0.0-11.0-6.112-4.112,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,113,3,recognition,punching_bag,punching_bag_mooney,target,regular,post,null,Exp,Recognition,,,,,drill,0.7546553475546797,0.0
536,,,,,,survey-text-autocomplete,566,1024204,0.0-11.0-6.113-4.113,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,114,3,recognition,gutter,gutter_mooney,target,regular,pre,null,Exp,Recognition,,,,,drill,0.7627160664340307,0.0
542,,,,,,survey-text-autocomplete,573,1032861,0.0-11.0-6.114-4.114,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""banana""}",,,,,115,3,recognition,banana_peel,banana_peel,target,horizontal_flip,color,null,Exp,Recognition,,,,,banana,0.5013322226552945,0.0
548,,,,,,survey-text-autocomplete,580,1038747,0.0-11.0-6.115-4.115,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""smoothie""}",,,,,116,3,recognition,peanut_butter,peanut_butter,target,upside_down,color,null,Exp,Recognition,,,,,smoothie,0.4933550854183063,0.0
554,,,,,,survey-text-autocomplete,587,1045700,0.0-11.0-6.116-4.116,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""glass""}",,,,,117,3,recognition,gutter,gutter,target,regular,color,null,Exp,Recognition,,,,,glass,0.6651135900625512,0.0
560,,,,,,html-keyboard-response,593,1064840,0.0-11.0-5.117-1.117,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1157,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,118,4,dot,banana_peel,banana_peel_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,,
564,,,,,,html-keyboard-response,597,1066612,0.0-11.0-5.118-1.118,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,728.7999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,119,4,dot,parking_meter,parking_meter_mooney_dot_on1,target,regular,pre,on,Exp,dot_recog,e,0,0,,,,
568,,,,,,html-keyboard-response,601,1069109,0.0-11.0-5.119-1.119,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1463.5999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,120,4,dot,steak,steak_mooney_dot_off2,target,upside_down,pre,off,Exp,dot_recog,i,1,0,,,,
572,,,,,,html-keyboard-response,605,1071177,0.0-11.0-5.120-1.120,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1027.4000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,121,4,dot,gutter,gutter_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,e,0,0,,,,
576,,,,,,html-keyboard-response,609,1073810,0.0-11.0-5.121-1.121,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1590.699999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,122,4,dot,peanut_butter,peanut_butter_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,,
580,,,,,,html-keyboard-response,613,1075606,0.0-11.0-5.122-1.122,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,756.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,123,4,dot,steak,steak_mooney_dot_on1,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,,
584,,,,,,html-keyboard-response,617,1077625,0.0-11.0-5.123-1.123,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,976,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,124,4,dot,parking_meter,parking_meter_mooney_dot_on3,target,regular,pre,on,Exp,dot_recog,e,0,0,,,,
588,,,,,,html-keyboard-response,621,1080445,0.0-11.0-5.124-1.124,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1774.3999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,125,4,dot,pedal,pedal_mooney_dot_on3,target,horizontal_flip,pre,on,Exp,dot_recog,e,0,0,,,,
592,,,,,,html-keyboard-response,625,1084644,0.0-11.0-5.125-1.125,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,3143,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,126,4,dot,parking_meter,parking_meter_mooney_dot_off4,target,regular,pre,off,Exp,dot_recog,e,0,1,,,,
596,,,,,,html-keyboard-response,629,1087940,0.0-11.0-5.126-1.126,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2239.2999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_on1.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,127,4,dot,pedal,pedal_mooney_dot_on1,target,horizontal_flip,pre,on,Exp,dot_recog,e,0,0,,,,
600,,,,,,html-keyboard-response,633,1090682,0.0-11.0-5.127-1.127,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1710,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,128,4,dot,peanut_butter,peanut_butter_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,i,1,0,,,,
604,,,,,,html-keyboard-response,637,1092884,0.0-11.0-5.128-1.128,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1126.4000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,129,4,dot,pedal,pedal_mooney_dot_off2,target,horizontal_flip,pre,off,Exp,dot_recog,e,0,1,,,,
608,,,,,,html-keyboard-response,641,1096175,0.0-11.0-5.129-1.129,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2228.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,130,4,dot,gutter,gutter_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,e,0,1,,,,
612,,,,,,html-keyboard-response,645,1099709,0.0-11.0-5.130-1.130,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2466.800000011921,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on3.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,131,4,dot,steak,steak_mooney_dot_on3,target,upside_down,pre,on,Exp,dot_recog,i,1,1,,,,
616,,,,,,html-keyboard-response,649,1103433,0.0-11.0-5.131-1.131,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2671,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,132,4,dot,gutter,gutter_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,i,1,0,,,,
620,,,,,,html-keyboard-response,653,1106132,0.0-11.0-5.132-1.132,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1660.7999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,133,4,dot,banana_peel,banana_peel_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,,
624,,,,,,html-keyboard-response,657,1108375,0.0-11.0-5.133-1.133,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1215.5999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,134,4,dot,peanut_butter,peanut_butter_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,e,0,0,,,,
628,,,,,,html-keyboard-response,661,1112172,0.0-11.0-5.134-1.134,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2772.2999999970198,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,135,4,dot,pedal,pedal_mooney_dot_off4,target,horizontal_flip,pre,off,Exp,dot_recog,e,0,1,,,,
632,,,,,,html-keyboard-response,665,1114818,0.0-11.0-5.135-1.135,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1600.9000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,136,4,dot,banana_peel,banana_peel_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,i,1,1,,,,
636,,,,,,html-keyboard-response,669,1117714,0.0-11.0-5.136-1.136,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1857.9000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off4.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,137,4,dot,steak,steak_mooney_dot_off4,target,upside_down,pre,off,Exp,dot_recog,e,0,1,,,,
640,,,,,,html-keyboard-response,673,1120224,0.0-11.0-5.137-1.137,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1458.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/banana_peel_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,138,4,dot,banana_peel,banana_peel_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,,
644,,,,,,html-keyboard-response,677,1122587,0.0-11.0-5.138-1.138,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1321.9000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_off2.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,139,4,dot,parking_meter,parking_meter_mooney_dot_off2,target,regular,pre,off,Exp,dot_recog,e,0,1,,,,
648,,,,,,html-keyboard-response,681,1125084,0.0-11.0-5.139-1.139,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1451.2000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/gutter_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,140,4,dot,gutter,gutter_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,e,0,0,,,,
652,,,,,,html-keyboard-response,685,1128218,0.0-11.0-5.140-1.140,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2117.4000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/peanut_butter_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,141,4,dot,peanut_butter,peanut_butter_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,e,0,0,,,,
659,,,,,,survey-text-autocomplete,693,1135491,0.0-11.0-6.141-4.141,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,142,4,recognition,parking_meter,parking_meter_mooney,target,regular,pre,null,Exp,Recognition,,,,,drill,0.7775919241427538,0.0
665,,,,,,survey-text-autocomplete,700,1142493,0.0-11.0-6.142-4.142,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,143,4,recognition,banana_peel,banana_peel_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,,drill,0.7388339538980349,0.0
671,,,,,,survey-text-autocomplete,707,1153240,0.0-11.0-6.143-4.143,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,144,4,recognition,gutter,gutter_mooney,target,regular,post,null,Exp,Recognition,,,,,drill,0.7627160664340307,0.0
